,WCAC,MSE
0,4.552215623855591,0.1841114154756069
1,3.9819419225056967,0.13595957693217253
2,4.0183601061503085,0.14154901511123702
3,3.8361891746521,0.1277321032880961
4,3.7969238758087163,0.12725286160022736
5,3.9001395861307784,0.1349463472769324
6,3.716230630874634,0.116937732295654
7,3.7517808596293127,0.12003379062286695
8,3.5795596917470296,0.1074562866454994
9,3.8422353744506834,0.1231652049874538
10,3.771757237116496,0.11656321676539183
11,3.450172058741252,0.0987090686161464
12,3.553212531407674,0.10498561372661544
13,3.4023008823394774,0.09226291729684148
14,3.499381971359253,0.10392694187039772
15,3.4175650914510087,0.09538473930171727
16,3.400061496098836,0.0932058685352552
17,3.449030113220215,0.096402535726698
18,3.5309436480204264,0.10104654750704806
19,3.4707873026529947,0.09791288869079612
20,3.4264019648234045,0.09592150771329963
21,3.5182039260864264,0.09684122310286253
22,3.3958175977071132,0.0945165298171802
23,3.3937927087148037,0.09303918458725882
24,3.330273151397705,0.09089854078363352
25,3.500505781173706,0.09692334588071633
26,3.341640742619832,0.08857492659603793
27,3.5525925795237225,0.09988151638638662
28,3.3316612879435223,0.08273935304858382
29,3.335425440470378,0.08085600048091783
30,3.522275114059448,0.09297615845192438
31,3.4897204558054606,0.09152505058029876
32,3.3912804921468105,0.08527267857822153
33,3.4560574849446613,0.08936426345423706
34,3.3416586399078367,0.08022397763956814
35,3.2817067941029867,0.07926349082473187
36,3.4022971630096435,0.08700395111121907
37,3.3927556832631427,0.08369862643999652
38,3.3185427506764733,0.0784721696266218
39,3.2683321952819826,0.07793791167600707
40,3.4478360335032145,0.08747468935244558
41,3.3444312731424968,0.07642368009178184
42,3.592627763748169,0.09635622360873038
43,3.5052253087361653,0.0928989647835812
44,3.5608258088429774,0.08965592834250345
45,3.318093506495158,0.0769609496028196
46,3.2613576571146647,0.06915288713763464
47,3.5439093430836994,0.08988863058597593
48,3.4035046259562174,0.07782599155489486
49,3.4281093915303553,0.07747739514687874
50,3.3986577192942296,0.08287407717337965
51,3.5915819644927978,0.09128491268646967
52,3.3546720186869305,0.07933241177928961
53,3.650649245580037,0.0967230155005496
54,3.490250825881958,0.08868630062400681
55,3.3748447100321446,0.08036009992986475
56,3.4353817462921143,0.08316683546390702
57,3.4815856774648033,0.08575382194451958
58,3.3149168173472088,0.0729440878923962
59,3.2965435345967613,0.07215115947800348
60,3.3257427533467614,0.07454066441381171
61,3.2216191132863363,0.06740022630757253
62,3.276017951965332,0.06971158446056566
63,3.377579514185588,0.07432603490799025
64,3.448573398590088,0.08086849530190189
65,3.2525298754374186,0.06768211940760041
66,3.2216293176015216,0.06560154246403424
67,3.2733290354410807,0.0663630552004335
68,3.42446829477946,0.07908593558882784
69,3.1867258866628014,0.061979538517922275
70,3.169063933690389,0.06202727950204174
71,3.152053006490072,0.060404085678299614
72,3.363111114501953,0.07325779705721615
73,3.3145531336466467,0.07147596384262983
74,3.2647371927897137,0.06818670605845258
75,3.2608834743499755,0.06499679583415187
76,3.3448466300964355,0.07056106156287266
77,3.273041820526123,0.06734937075850943
78,3.221967983245849,0.06276193743930489
79,3.1851533095041917,0.06037722465994741
80,3.184112946192424,0.05917996031040725
81,3.1265522638956704,0.05562848327717074
82,3.160956621170044,0.059301590023950974
83,3.2647606531778965,0.0637753801564532
84,3.3353274345397947,0.06969551583257498
85,3.2187012195587164,0.060233173886054994
86,3.3004559993743903,0.06585255203448907
87,3.377375936508179,0.07056299657918756
88,3.1870666186014813,0.05848308755896156
89,3.1379367828369142,0.05586282817526688
90,3.218886375427246,0.06139128034623771
91,3.1817777156829834,0.059494435435026985
92,3.1153688430786133,0.05297082002311401
93,3.183886035283406,0.056340291428078414
94,3.1275201161702477,0.0539788686909924
95,2.9687159061431885,0.04491333537852362
96,3.2384179433186855,0.06275342560751855
97,3.2921361605326336,0.0677690858209597
98,3.1739499409993486,0.05700641433599502
99,3.1419265270233154,0.055782753540557374
100,3.2055475870768233,0.059310545935007924
101,3.0380474090576173,0.04933076113181172
102,3.0542834758758546,0.0480559772130082
103,3.018332942326864,0.045196183622455664
104,3.1129993597666417,0.05439300280827383
105,3.0726093133290613,0.04995680285578783
106,3.155421320597331,0.05459306160020098
107,3.1544844945271815,0.05481857390979592
108,3.0384637196858724,0.04825087261923477
109,3.1185981591542564,0.053641541622598585
110,3.1107666174570716,0.05383548858421429
111,3.2911287148793535,0.06581238675805931
112,3.0430821895599367,0.046930684751300564
113,3.0409597555796304,0.04878497599646877
114,3.133653259277344,0.05435536287802036
115,3.1213691234588623,0.05205022702021575
116,2.888211552302043,0.03675284057035425
117,2.8277656714121497,0.03373732966813035
118,3.166388336817424,0.05585060472305554
119,3.1083191712697347,0.04959632858123195
120,2.9419681708017986,0.041661717778835435
121,3.2483393510182696,0.061630409424628614
122,3.063798395792644,0.047972407853654205
123,3.0582418123881023,0.04840880242784749
124,3.0948691368103027,0.04951110374113228
125,2.981470823287964,0.04443734668430927
126,3.0277886549631754,0.046514804155963325
127,2.913422727584839,0.040759106595786763
128,3.1627201557159426,0.05435171554952399
129,3.176230875651042,0.056975307186153415
130,3.0214277267456056,0.0472683632376067
131,2.8818449656168617,0.035268649896261814
132,2.7426220258076985,0.026456595521394472
133,2.9051113128662114,0.037581730638252
134,3.071127716700236,0.04923959996486627
135,3.1363681475321448,0.05559044024040865
136,3.1722361723581947,0.05734357762491527
137,2.956174373626709,0.04129497678698649
138,2.9826349417368565,0.043839616975563336
139,2.73692569732666,0.025950081029662047
140,2.8977299054463703,0.03636312632654669
141,3.1321282386779785,0.05237568736618689
142,3.031549326578776,0.04665510698748663
143,3.140558449427287,0.054260918922714695
144,3.0833878199259437,0.048648356849125926
145,2.7978604157765705,0.030873451411024013
146,3.001283852259318,0.04467810777128667
147,2.8681285540262857,0.035395134369584906
148,2.795492172241211,0.0305021588441485
149,2.9485828399658205,0.041173850875732665
150,2.924866199493408,0.040801372741322964
151,2.9337094148000085,0.04002870603399037
152,2.982643826802572,0.04124334423721095
153,3.069826014836629,0.05045621734465177
154,3.0925341606140138,0.05221918872295898
155,3.2219554901123053,0.05913969649088191
156,3.0095234870910645,0.04545545805815164
157,2.9116802851359047,0.037598929285960384
158,2.9557104110717773,0.040498586287616725
159,3.1238001346588136,0.05419396198710684
160,3.1093483448028563,0.0529091693242679
161,2.9488222916920983,0.04219104151478436
162,2.8862704435984288,0.035991942012938725
163,2.977954689661662,0.04203670535240022
164,2.776011641820272,0.0299090541016194
165,2.7827943166097007,0.029964701125316462
166,2.8876992543538416,0.0380758217422549
167,2.7817026456197103,0.027816673360183668
168,2.7622274080912272,0.028694166499207013
169,2.7988825639088954,0.03187464706202612
170,2.9416068871816003,0.04307600853274683
171,3.063005415598552,0.048323062405499516
172,2.834332815806071,0.03406492340096565
173,3.015476115544637,0.047093275680301964
174,2.87148699760437,0.036616209437302885
175,2.987811215718587,0.04337153712879141
176,2.8219153881073,0.031942965961505976
177,2.769689051310221,0.029693784935857517
178,2.8223223845163976,0.03361619130866138
179,2.9511129061381016,0.04120193037169028
180,2.7569351037343344,0.028456578544842917
181,2.652366860707601,0.020694229056314455
182,2.691725794474284,0.0233824422505304
183,2.690128866831462,0.023712058716237654
184,2.635911226272583,0.01921725999223736
185,2.6860743045806883,0.023149543012625742
186,2.9279364744822183,0.03860586688026273
187,2.823096863428752,0.031054615498699638
188,2.7869203885396323,0.030091466925561163
189,3.0229375044504803,0.04625037425222512
190,2.7754801909128823,0.029897046081398006
191,2.8415043036142986,0.03192402450575142
192,2.7618655363718667,0.02874772788969364
193,2.722411727905273,0.02694155862364801
194,2.693433968226115,0.023314068487581614
195,2.6863781929016115,0.023760818454340547
196,2.7615432898203527,0.02703986909162984
197,2.8110284010569253,0.0320424813108174
198,2.838221041361491,0.031682602428175936
199,2.8517475605010985,0.034033851569889965
200,2.8689964453379315,0.0381606469900012
201,2.7620725631713867,0.027356256888637288
202,2.736102104187012,0.025648246024425773
203,2.8101158301035563,0.03196180791365503
204,2.761334625879924,0.028583502073280743
205,2.6840572516123453,0.022559055819552216
206,2.6934386094411216,0.021720800612639413
207,2.7567547798156737,0.0266660025315299
208,2.788561948140462,0.029359673665885964
209,2.819375276565552,0.03199368603391459
210,2.6823851585388185,0.023304083298487203
211,2.9904783089955647,0.04297356723542778
212,2.8320825894673667,0.033324229194890746
213,2.7805644671122227,0.031024479615932257
214,2.932788308461507,0.04031864165405781
215,2.9086780548095703,0.039509669754165734
216,2.7825184027353917,0.029826462749673432
217,2.8016777992248536,0.03079871631459885
218,2.6567597230275477,0.021325074759544017
219,2.747527027130127,0.027270332612906296
220,2.6763786474863687,0.021727205154390503
221,2.7026436010996497,0.024341656973356784
222,2.620416434605916,0.01959758599818959
223,2.743254979451497,0.02667581607303687
224,2.7552719593048094,0.026142531769425773
225,2.7546247323354085,0.02882316189169865
226,2.6332064628601075,0.01831734020980653
227,2.6163851579030357,0.01862404802685254
228,2.7388125578562414,0.0257782112881254
229,2.802802260716756,0.0302421455345171
230,2.8208921432495115,0.030704936871435624
231,2.8096377849578857,0.030054900435209368
232,2.8029776573181158,0.029779289035466817
233,2.906912660598755,0.03782707416376161
234,2.7991562843322755,0.03075001291854933
235,2.79017858505249,0.03131714789193132
236,2.7754019101460776,0.028334375508095918
237,2.7582480112711587,0.027346031923353505
238,3.05079763730367,0.048622633037032716
239,2.8185325940450032,0.03384911283009809
240,2.720781596501668,0.02392173060102861
241,2.732111549377441,0.026471128947566588
242,2.586799319585164,0.015439396669508996
243,2.6784974575042724,0.022073006667160742
244,2.730050039291382,0.0258260300430286
245,2.6863719304402673,0.02276129346784653
246,2.8108047803243,0.03296322654438473
247,2.7096413612365717,0.02407761201795855
248,2.7385654131571453,0.02760643540690201
249,2.6826196193695067,0.02306409339407034
250,2.9323691209157308,0.039327613945614764
251,3.1814060052235917,0.05605819200160477
252,2.903685553868612,0.03871747880710254
253,2.8184215704600017,0.033303292991061884
254,2.751525481541952,0.02771307195659196
255,2.7462631066640224,0.026839158702347963
256,2.668975814183553,0.022099399359630748
257,2.685741837819417,0.02180576800908648
258,2.693400923411052,0.024833876950316917
259,2.7858317534128827,0.029830609025464014
260,2.5786523818969727,0.015429802286796763
261,2.7589893341064453,0.02684634473605396
262,2.7224167664845784,0.02551941165728416
263,2.7082883040110266,0.023639966998630104
264,2.70112738609314,0.023646921097493542
265,2.61272980372111,0.017914602575997533
266,2.8208001613616944,0.03196870298165315
267,2.8021425088246663,0.03053791272802338
268,2.784607601165772,0.029718180540332782
269,2.701593812306722,0.022362593780702652
270,2.7690952618916835,0.029567284839954844
271,2.635033877690633,0.02107074604329573
272,2.6863156636555994,0.02289446902442817
273,2.7584446589152014,0.02789634426036771
274,2.829496717453003,0.03301820570144126
275,2.9253958384195964,0.03876783827431924
276,2.790652179718017,0.029520397340384724
277,2.6745496431986493,0.02284084826840221
278,2.7644738515218097,0.027531810564009572
279,2.7418841679890953,0.026919279909631843
280,2.568694543838501,0.014812180995950048
281,2.674958737691244,0.02384482819718429
282,2.7787034511566158,0.02987929992773388
283,2.7997974872589118,0.0301444111922624
284,2.649267800649007,0.018526212008682253
285,2.6438127040863035,0.021204247367948258
286,2.607250038782756,0.018653142690341767
287,2.7421545028686523,0.027931321126138903
288,2.9381667137146,0.038646688749895665
289,2.75216679573059,0.02999268383623501
